# Sundial demo flight log
# Synthetic L1850 two-stage-recovery profile, 50 Hz control loop
# Generated by examples/make_demo_log.py
# Time (s),state,altitude (m),velocity (m/s),accel_x (m/s^2),accel_y (m/s^2),accel_z (m/s^2),gyro_x (deg/s),gyro_y (deg/s),gyro_z (deg/s),pressure (Pa),temperature (C),battery (V),gps_lat (deg),gps_lon (deg),gps_sats,rssi (dBm),mach,pyro_drogue,pyro_main
78.660,MAIN,852.570,-6.358,-0.070,0.004,8.695,-84.76,-24.49,-203.56,91573.4,16.07,8.1434,32.9402962,-106.9218701,11,-72.6,0.0000,0,0
78.680,MAIN,852.301,-6.641,0.177,-0.196,9.169,-87.44,-24.85,-199.77,91584.9,15.87,8.1425,32.9402957,-106.9218699,11,-71.3,0.0000,0,0
78.700,MAIN,852.326,-6.152,-0.082,-0.012,8.947,-84.22,-31.71,-191.08,91595.7,15.96,8.1462,32.9402960,-106.9218704,11,-71.1,0.0000,0,0
78.720,MAIN,852.127,-6.523,-0.191,-0.235,8.523,-81.58,-35.22,-189.47,91596.5,15.93,8.1405,32.9402959,-106.9218694,11,-72.7,0.0000,0,0
78.740,MAIN,851.889,-6.186,0.044,-0.130,9.070,-80.91,-34.47,-181.92,91580.2,15.90,8.1391,32.9402953,-106.9218706,11,-71.3,0.0000,0,0
78.760,MAIN,851.745,-6.448,0.084,-0.157,8.997,-78.72,-38.23,-168.76,91588.2,16.05,8.1404,32.9402943,-106.9218700,11,-71.4,0.0000,0,0
78.780,MAIN,851.672,-6.219,0.147,0.170,8.778,-79.09,-41.88,-159.11,91586.5,15.91,8.1399,32.9402945,-106.9218699,11,-71.6,0.0000,0,0
78.800,MAIN,851.462,-6.180,0.125,0.166,8.730,-76.36,-44.42,-153.40,91590.8,16.02,8.1474,32.9402957,-106.9218691,11,-71.7,0.0000,0,0
78.820,MAIN,851.415,-6.413,0.213,0.137,8.953,-71.94,-51.50,-140.57,91591.4,15.86,8.1401,32.9402944,-106.9218700,11,-73.0,0.0000,0,0
78.840,MAIN,851.434,-6.188,-0.033,0.157,8.565,-68.56,-55.33,-131.01,91596.5,16.05,8.1391,32.9402959,-106.9218703,11,-70.5,0.0000,0,0
78.860,MAIN,851.220,-6.338,-0.127,-0.245,8.610,-66.75,-56.85,-123.18,91597.8,15.87,8.1391,32.9402952,-106.9218705,11,-72.6,0.0000,0,0
78.880,MAIN,851.125,-6.524,0.114,0.236,8.821,-64.82,-60.43,-106.60,91590.3,16.10,8.1492,32.9402941,-106.9218689,11,-71.7,0.0000,0,0
78.900,MAIN,851.046,-6.170,0.041,-0.015,9.002,-62.12,-60.60,-96.87,91609.7,15.96,8.1440,32.9402943,-106.9218701,11,-72.4,0.0000,0,0
78.920,MAIN,850.793,-6.279,-0.064,-0.091,9.200,-58.62,-64.36,-83.20,91603.6,15.93,8.1482,32.9402953,-106.9218699,11,-70.8,0.0000,0,0
78.940,MAIN,850.667,-6.607,0.114,0.102,8.828,-56.67,-69.21,-70.14,91605.4,15.84,8.1427,32.9402952,-106.9218690,11,-70.4,0.0000,0,0
78.960,MAIN,850.555,-6.328,-0.181,0.158,8.673,-49.42,-71.75,-56.68,91596.2,16.05,8.1471,32.9402953,-106.9218702,11,-70.0,0.0000,0,0
78.980,MAIN,850.550,-6.307,0.100,0.203,9.127,-49.32,-73.68,-43.91,91612.1,15.95,8.1434,32.9402951,-106.9218686,11,-69.7,0.0000,0,0
79.000,MAIN,850.175,-6.509,-0.040,0.147,8.902,-44.70,-74.92,-31.86,91607.4,15.85,8.1486,32.9402954,-106.9218701,11,-70.7,0.0000,0,0
79.020,MAIN,850.151,-6.560,-0.230,0.079,9.168,-42.34,-78.62,-15.49,91619.4,15.83,8.1498,32.9402944,-106.9218703,11,-70.1,0.0000,0,0
79.040,MAIN,850.041,-6.412,-0.247,-0.208,8.654,-35.92,-78.37,-4.30,91620.0,15.86,8.1457,32.9402941,-106.9218689,11,-72.4,0.0000,0,0
79.060,MAIN,849.950,-6.621,-0.038,0.052,8.955,-34.38,-79.08,7.35,91605.6,16.07,8.1386,32.9402953,-106.9218686,11,-70.4,0.0000,0,0
79.080,MAIN,849.821,-6.296,-0.066,0.192,8.443,-29.77,-81.71,25.23,91605.2,15.88,8.1414,32.9402947,-106.9218696,11,-69.7,0.0000,0,0
79.100,MAIN,849.747,-6.379,-0.016,0.224,8.554,-26.43,-84.01,35.69,91623.4,15.88,8.1417,32.9402944,-106.9218691,11,-71.8,0.0000,0,0
79.120,MAIN,849.625,-6.212,0.123,0.093,8.463,-21.06,-82.86,51.54,91615.9,16.02,8.1425,32.9402959,-106.9218695,11,-72.6,0.0000,0,0
79.140,MAIN,849.329,-6.196,-0.127,0.165,8.409,-18.64,-86.57,64.81,91626.4,15.85,8.1430,32.9402957,-106.9218701,11,-72.1,0.0000,0,0
79.160,MAIN,849.279,-6.410,0.060,-0.152,9.160,-11.49,-86.29,75.07,91619.1,16.07,8.1392,32.9402957,-106.9218691,11,-69.8,0.0000,0,0
79.180,MAIN,849.239,-6.473,-0.124,-0.030,9.124,-9.51,-86.61,88.13,91629.4,16.02,8.1455,32.9402951,-106.9218696,11,-71.3,0.0000,0,0
79.200,MAIN,849.114,-6.481,-0.096,-0.077,9.093,-2.58,-86.96,101.75,91621.8,15.95,8.1479,32.9402946,-106.9218699,11,-73.0,0.0000,0,0
79.220,MAIN,848.977,-6.597,-0.111,0.197,8.878,0.40,-90.67,115.54,91629.3,15.95,8.1465,32.9402946,-106.9218684,11,-70.2,0.0000,0,0
79.240,MAIN,848.642,-6.492,0.092,-0.078,8.455,3.04,-87.44,126.91,91631.2,15.85,8.1460,32.9402939,-106.9218692,11,-71.4,0.0000,0,0
79.260,MAIN,848.619,-6.599,-0.136,0.023,8.769,7.53,-91.62,132.96,91623.9,15.86,8.1448,32.9402949,-106.9218681,11,-69.9,0.0000,0,0
79.280,MAIN,848.444,-6.613,-0.174,0.144,9.031,9.41,-90.05,143.96,91633.7,15.94,8.1395,32.9402957,-106.9218680,11,-70.6,0.0000,0,0
79.300,MAIN,848.286,-6.343,0.177,-0.032,8.906,14.48,-90.64,155.12,91624.8,15.88,8.1385,32.9402950,-106.9218695,11,-72.8,0.0000,0,0
79.320,MAIN,848.230,-6.238,0.165,0.109,9.169,20.41,-90.44,164.42,91625.5,15.88,8.1384,32.9402941,-106.9218693,11,-71.0,0.0000,0,0
79.340,MAIN,848.075,-6.288,-0.217,0.166,8.642,26.24,-89.78,173.84,91642.2,16.04,8.1397,32.9402958,-106.9218681,11,-72.4,0.0000,0,0
79.360,MAIN,847.940,-6.412,-0.244,-0.238,8.603,29.26,-88.62,179.02,91631.0,15.99,8.1480,32.9402944,-106.9218697,11,-70.8,0.0000,0,0
79.380,MAIN,847.799,-6.445,-0.236,-0.066,8.626,33.26,-90.44,188.16,91629.2,15.85,8.1414,32.9402943,-106.9218681,11,-72.7,0.0000,0,0
79.400,MAIN,847.846,-6.494,-0.053,0.119,9.111,36.13,-87.74,194.91,91634.8,16.11,8.1486,32.9402940,-106.9218690,11,-72.5,0.0000,0,0
79.420,MAIN,847.671,-6.389,0.247,0.058,8.813,38.76,-87.54,202.45,91643.2,15.88,8.1385,32.9402956,-106.9218687,11,-71.1,0.0000,0,0
79.440,MAIN,847.362,-6.462,-0.003,-0.168,8.405,43.96,-85.05,206.27,91635.9,16.09,8.1467,32.9402954,-106.9218680,11,-70.5,0.0000,0,0
79.460,MAIN,847.390,-6.198,0.063,0.203,8.995,48.78,-83.42,209.80,91636.8,15.91,8.1395,32.9402943,-106.9218687,11,-72.9,0.0000,0,0
79.480,MAIN,847.229,-6.526,0.049,-0.197,8.913,49.93,-83.84,211.37,91630.9,15.87,8.1392,32.9402948,-106.9218695,11,-70.9,0.0000,0,0
79.500,MAIN,846.997,-6.354,0.085,0.106,8.984,54.65,-81.59,218.86,91643.7,15.85,8.1401,32.9402947,-106.9218694,11,-71.7,0.0000,0,0
79.520,MAIN,846.877,-6.153,-0.174,-0.087,9.187,58.06,-78.05,219.29,91643.0,16.02,8.1398,32.9402957,-106.9218682,11,-73.1,0.0000,0,0
79.540,MAIN,846.949,-6.435,0.166,-0.224,8.641,57.86,-76.06,218.72,91649.6,15.92,8.1442,32.9402949,-106.9218679,11,-71.5,0.0000,0,0
79.560,MAIN,846.704,-6.596,-0.204,-0.008,9.171,64.16,-76.06,218.07,91649.0,16.14,8.1477,32.9402940,-106.9218692,11,-70.9,0.0000,0,0
79.580,MAIN,846.597,-6.387,0.141,0.161,9.022,68.38,-73.50,217.86,91643.0,15.90,8.1480,32.9402952,-106.9218684,11,-69.9,0.0000,0,0
79.600,MAIN,846.414,-6.430,-0.187,0.072,9.176,67.69,-72.24,220.25,91643.3,15.94,8.1437,32.9402946,-106.9218691,11,-73.1,0.0000,0,0
79.620,MAIN,846.233,-6.470,-0.082,0.162,8.866,71.68,-71.22,212.98,91648.5,16.11,8.1413,32.9402939,-106.9218694,11,-71.8,0.0000,0,0
79.640,MAIN,846.170,-6.319,0.220,0.110,9.041,75.57,-65.42,212.35,91651.8,16.10,8.1449,32.9402944,-106.9218687,11,-71.3,0.0000,0,0
79.660,MAIN,846.055,-6.242,0.084,0.069,8.437,73.93,-64.41,208.58,91662.9,15.92,8.1371,32.9402940,-106.9218679,11,-70.2,0.0000,0,0
79.680,MAIN,846.001,-6.490,-0.089,-0.060,8.696,76.44,-61.76,200.80,91660.5,16.06,8.1374,32.9402948,-106.9218675,11,-72.9,0.0000,0,0
79.700,MAIN,845.787,-6.510,-0.151,-0.087,8.408,78.01,-56.65,199.15,91666.2,16.06,8.1439,32.9402945,-106.9218685,11,-73.0,0.0000,0,0
79.720,MAIN,845.755,-6.307,-0.220,0.062,9.140,83.83,-56.75,190.90,91664.0,16.11,8.1433,32.9402946,-106.9218681,11,-70.6,0.0000,0,0
79.740,MAIN,845.552,-6.641,0.143,-0.177,9.142,83.36,-53.30,183.29,91668.6,15.89,8.1397,32.9402946,-106.9218689,11,-69.8,0.0000,0,0
79.760,MAIN,845.392,-6.499,0.232,-0.125,9.134,83.03,-50.59,178.43,91664.2,15.99,8.1394,32.9402953,-106.9218688,11,-72.7,0.0000,0,0
79.780,MAIN,845.356,-6.203,-0.039,-0.077,8.851,88.10,-47.39,167.18,91669.6,16.06,8.1400,32.9402939,-106.9218682,11,-71.6,0.0000,0,0
79.800,MAIN,845.169,-6.220,0.248,0.165,9.144,87.98,-40.88,159.87,91673.3,16.09,8.1472,32.9402947,-106.9218686,11,-70.1,0.0000,0,0
79.820,MAIN,845.016,-6.334,-0.055,0.203,8.735,85.77,-37.14,148.37,91662.5,15.91,8.1375,32.9402947,-106.9218675,11,-70.5,0.0000,0,0
79.840,MAIN,844.972,-6.336,-0.087,0.018,8.720,89.82,-37.05,139.76,91660.5,16.02,8.1466,32.9402948,-106.9218691,11,-69.6,0.0000,0,0
79.860,MAIN,844.692,-6.597,0.010,0.188,8.823,91.17,-30.17,127.68,91656.5,16.10,8.1374,32.9402944,-106.9218690,11,-72.1,0.0000,0,0
79.880,MAIN,844.735,-6.381,0.095,0.163,8.437,90.56,-27.47,115.89,91673.0,15.89,8.1420,32.9402952,-106.9218672,11,-73.0,0.0000,0,0
79.900,MAIN,844.548,-6.640,0.250,0.179,8.941,90.87,-23.73,106.64,91672.9,16.01,8.1380,32.9402948,-106.9218684,11,-72.5,0.0000,0,0
79.920,MAIN,844.446,-6.635,-0.099,0.107,8.422,92.01,-23.01,93.24,91670.3,15.93,8.1422,32.9402935,-106.9218674,11,-70.7,0.0000,0,0
79.940,MAIN,844.292,-6.618,-0.104,0.142,8.731,90.30,-19.80,77.82,91664.9,16.04,8.1471,32.9402943,-106.9218690,11,-71.6,0.0000,0,0
79.960,MAIN,844.175,-6.328,-0.075,0.222,9.060,90.81,-14.34,69.84,91677.0,15.90,8.1459,32.9402938,-106.9218686,11,-71.7,0.0000,0,0
79.980,MAIN,843.920,-6.502,0.250,0.047,9.118,86.71,-8.98,53.21,91677.6,16.02,8.1464,32.9402937,-106.9218674,11,-70.1,0.0000,0,0
80.000,MAIN,843.907,-6.546,0.082,-0.222,8.512,88.96,-9.15,43.34,91683.7,16.11,8.1432,32.9402936,-106.9218677,11,-70.1,0.0000,0,0
80.020,MAIN,843.712,-6.283,-0.001,-0.156,8.529,86.53,-3.32,28.17,91676.6,15.99,8.1389,32.9402947,-106.9218677,11,-71.0,0.0000,0,0
80.040,MAIN,843.573,-6.408,-0.227,-0.048,8.662,85.66,1.54,12.06,91671.4,16.04,8.1447,32.9402938,-106.9218675,11,-71.0,0.0000,0,0
80.060,MAIN,843.595,-6.409,-0.195,-0.025,8.574,83.90,2.38,-1.49,91678.1,16.10,8.1441,32.9402940,-106.9218672,11,-71.7,0.0000,0,0
80.080,MAIN,843.384,-6.264,0.204,-0.123,8.868,82.74,8.86,-12.63,91681.1,16.07,8.1437,32.9402935,-106.9218677,11,-72.8,0.0000,0,0
80.100,MAIN,843.303,-6.247,-0.036,-0.229,8.921,81.94,10.75,-26.13,91679.3,15.90,8.1457,32.9402952,-106.9218680,11,-70.9,0.0000,0,0
80.120,MAIN,843.076,-6.250,-0.123,0.087,8.807,80.90,17.68,-43.41,91682.9,16.02,8.1384,32.9402937,-106.9218678,11,-71.9,0.0000,0,0
80.140,MAIN,843.116,-6.180,-0.142,-0.088,8.915,76.19,21.16,-53.42,91690.3,16.16,8.1406,32.9402948,-106.9218672,11,-72.0,0.0000,0,0
80.160,MAIN,842.823,-6.552,0.213,-0.042,8.923,77.00,21.92,-69.39,91697.5,15.96,8.1365,32.9402943,-106.9218686,11,-70.7,0.0000,0,0
80.180,MAIN,842.770,-6.503,-0.110,0.198,8.704,71.46,29.33,-80.00,91679.7,15.95,8.1361,32.9402950,-106.9218672,11,-71.4,0.0000,0,0
80.200,MAIN,842.531,-6.288,0.120,0.146,8.793,72.58,30.90,-92.67,91685.0,16.17,8.1392,32.9402934,-106.9218672,11,-71.4,0.0000,0,0
80.220,MAIN,842.379,-6.617,0.069,-0.063,8.911,69.02,35.35,-107.70,91690.0,16.15,8.1465,32.9402950,-106.9218671,11,-72.5,0.0000,0,0
80.240,MAIN,842.326,-6.608,0.243,0.085,8.608,66.57,37.04,-118.69,91691.9,16.03,8.1360,32.9402949,-106.9218669,11,-72.3,0.0000,0,0
80.260,MAIN,842.343,-6.507,0.033,-0.103,8.692,59.53,41.80,-130.62,91692.5,15.94,8.1410,32.9402952,-106.9218681,11,-72.3,0.0000,0,0
80.280,MAIN,842.165,-6.175,-0.068,0.177,8.825,60.18,46.27,-137.33,91690.0,16.08,8.1356,32.9402941,-106.9218672,11,-70.4,0.0000,0,0
80.300,MAIN,842.076,-6.243,0.107,-0.015,8.934,57.13,48.43,-149.04,91691.4,15.96,8.1366,32.9402942,-106.9218676,11,-72.4,0.0000,0,0
80.320,MAIN,841.921,-6.238,0.098,0.214,8.964,53.21,50.79,-161.24,91701.2,16.17,8.1372,32.9402942,-106.9218684,11,-70.4,0.0000,0,0
80.340,MAIN,841.665,-6.514,-0.114,-0.071,8.787,46.83,54.03,-165.70,91702.4,16.00,8.1433,32.9402932,-106.9218681,11,-72.2,0.0000,0,0
80.360,MAIN,841.613,-6.309,-0.100,-0.051,8.981,43.23,57.11,-173.61,91701.9,15.94,8.1430,32.9402949,-106.9218673,11,-72.8,0.0000,0,0
80.380,MAIN,841.465,-6.363,0.121,0.183,8.845,40.56,61.81,-183.58,91700.3,15.99,8.1357,32.9402947,-106.9218671,11,-70.3,0.0000,0,0
80.400,MAIN,841.311,-6.197,0.237,0.024,9.038,36.39,60.61,-190.70,91699.7,15.97,8.1372,32.9402946,-106.9218667,11,-71.2,0.0000,0,0
80.420,MAIN,841.129,-6.393,0.139,0.140,8.431,36.06,65.51,-195.84,91708.0,16.07,8.1373,32.9402950,-106.9218674,11,-70.8,0.0000,0,0
80.440,MAIN,841.152,-6.612,0.135,0.028,8.905,29.19,67.73,-203.21,91702.2,15.95,8.1365,32.9402932,-106.9218665,11,-69.9,0.0000,0,0
80.460,MAIN,840.944,-6.583,-0.213,0.177,9.132,26.02,69.48,-205.55,91702.4,16.05,8.1417,32.9402947,-106.9218674,11,-72.0,0.0000,0,0
80.480,MAIN,840.888,-6.245,-0.088,0.242,9.172,21.65,72.39,-211.85,91718.9,16.12,8.1366,32.9402942,-106.9218666,11,-72.0,0.0000,0,0
80.500,MAIN,840.771,-6.190,0.130,0.037,9.047,20.72,72.16,-217.60,91708.4,16.16,8.1459,32.9402940,-106.9218665,11,-69.9,0.0000,0,0
80.520,MAIN,840.621,-6.316,-0.030,0.037,9.021,13.73,74.44,-218.14,91710.6,16.11,8.1429,32.9402938,-106.9218670,11,-71.4,0.0000,0,0
80.540,MAIN,840.400,-6.388,0.040,0.188,8.603,8.15,79.17,-219.05,91715.2,16.12,8.1392,32.9402945,-106.9218681,11,-69.6,0.0000,0,0
80.560,MAIN,840.358,-6.413,0.202,-0.047,8.791,8.38,78.89,-220.27,91725.3,15.97,8.1466,32.9402935,-106.9218678,11,-70.7,0.0000,0,0
80.580,MAIN,840.223,-6.606,-0.237,-0.218,8.736,1.76,80.65,-217.08,91718.3,15.89,8.1462,32.9402937,-106.9218673,11,-72.4,0.0000,0,0
80.600,MAIN,839.956,-6.268,-0.098,0.122,9.089,0.14,83.27,-217.02,91713.7,15.96,8.1426,32.9402939,-106.9218675,11,-71.3,0.0000,0,0
80.620,MAIN,839.831,-6.227,-0.007,0.171,8.739,-8.05,86.69,-217.40,91711.7,16.02,8.1432,32.9402930,-106.9218663,11,-71.9,0.0000,0,0
80.640,MAIN,839.920,-6.337,-0.109,-0.216,9.018,-11.19,83.88,-216.71,91726.0,15.89,8.1412,32.9402941,-106.9218675,11,-72.1,0.0000,0,0
80.660,MAIN,839.715,-6.155,0.059,0.239,9.172,-12.51,88.10,-212.65,91716.5,16.02,8.1402,32.9402937,-106.9218680,11,-71.8,0.0000,0,0
80.680,MAIN,839.461,-6.436,-0.014,-0.060,8.471,-17.42,88.11,-206.84,91717.7,15.93,8.1362,32.9402941,-106.9218678,11,-71.9,0.0000,0,0
80.700,MAIN,839.529,-6.230,-0.171,0.116,8.726,-23.08,86.18,-200.71,91726.5,16.10,8.1367,32.9402941,-106.9218668,11,-72.3,0.0000,0,0
80.720,MAIN,839.378,-6.570,-0.007,0.067,8.798,-25.21,90.49,-193.66,91733.1,16.09,8.1362,32.9402940,-106.9218678,11,-71.3,0.0000,0,0
80.740,MAIN,839.230,-6.381,0.119,-0.162,8.642,-31.51,90.20,-190.23,91738.3,16.03,8.1413,32.9402934,-106.9218675,11,-71.6,0.0000,0,0
80.760,MAIN,839.086,-6.273,0.174,0.006,8.808,-32.56,91.15,-181.89,91730.0,16.15,8.1383,32.9402945,-106.9218668,11,-72.4,0.0000,0,0
80.780,MAIN,838.809,-6.573,-0.054,0.031,8.408,-38.52,87.59,-173.47,91721.5,16.16,8.1361,32.9402938,-106.9218666,11,-71.9,0.0000,0,0
80.800,MAIN,838.808,-6.639,-0.040,0.180,8.437,-42.48,89.04,-162.15,91726.4,16.12,8.1392,32.9402938,-106.9218664,11,-69.9,0.0000,0,0
80.820,MAIN,838.646,-6.153,0.198,0.096,8.424,-45.78,90.16,-154.85,91724.8,16.17,8.1383,32.9402934,-106.9218667,11,-70.9,0.0000,0,0
80.840,MAIN,838.644,-6.369,-0.158,-0.141,8.608,-47.99,87.14,-144.62,91738.4,16.16,8.1442,32.9402941,-106.9218663,11,-70.2,0.0000,0,0
80.860,MAIN,838.478,-6.207,0.113,-0.024,9.193,-52.42,91.17,-133.58,91743.7,15.93,8.1449,32.9402930,-106.9218660,11,-69.5,0.0000,0,0
80.880,MAIN,838.277,-6.328,-0.133,0.247,8.856,-54.30,88.29,-124.23,91733.2,16.20,8.1346,32.9402934,-106.9218672,11,-70.1,0.0000,0,0
80.900,MAIN,838.216,-6.151,0.242,-0.227,9.099,-57.06,87.61,-114.50,91743.9,16.11,8.1417,32.9402931,-106.9218669,11,-70.7,0.0000,0,0
80.920,MAIN,838.002,-6.476,0.164,0.171,8.910,-63.36,86.59,-102.98,91746.3,16.13,8.1430,32.9402937,-106.9218664,11,-69.5,0.0000,0,0
80.940,MAIN,837.926,-6.644,-0.149,-0.237,8.941,-64.80,84.43,-87.45,91746.5,16.00,8.1419,32.9402928,-106.9218669,11,-70.3,0.0000,0,0
80.960,MAIN,837.742,-6.617,0.130,-0.205,8.793,-65.84,82.53,-76.98,91751.9,16.17,8.1386,32.9402938,-106.9218676,11,-70.2,0.0000,0,0
80.980,MAIN,837.653,-6.581,-0.148,0.013,8.941,-69.84,80.02,-62.86,91746.1,16.15,8.1409,32.9402935,-106.9218667,11,-70.9,0.0000,0,0
81.000,MAIN,837.578,-6.430,-0.228,0.105,8.481,-72.64,83.33,-49.66,91743.0,16.21,8.1387,32.9402938,-106.9218675,11,-70.3,0.0000,0,0
81.020,MAIN,837.459,-6.274,0.037,0.120,8.838,-75.82,78.27,-35.00,91752.5,16.17,8.1360,32.9402945,-106.9218659,11,-69.9,0.0000,0,0
81.040,MAIN,837.180,-6.184,-0.176,0.081,8.742,-76.64,78.51,-23.99,91759.4,15.93,8.1361,32.9402931,-106.9218673,11,-72.0,0.0000,0,0
81.060,MAIN,837.180,-6.325,0.139,-0.162,8.666,-81.03,72.88,-8.01,91741.5,16.13,8.1403,32.9402940,-106.9218664,11,-70.3,0.0000,0,0
81.080,MAIN,836.872,-6.599,-0.206,-0.166,8.758,-83.83,75.27,2.82,91754.8,16.01,8.1387,32.9402934,-106.9218662,11,-71.4,0.0000,0,0
81.100,MAIN,836.839,-6.587,-0.134,-0.169,8.691,-84.37,68.74,16.98,91754.9,16.15,8.1382,32.9402932,-106.9218674,11,-72.9,0.0000,0,0
81.120,MAIN,836.797,-6.476,-0.197,0.055,9.156,-82.75,66.86,31.22,91765.7,16.10,8.1337,32.9402945,-106.9218665,11,-69.6,0.0000,0,0
81.140,MAIN,836.695,-6.482,0.148,-0.105,8.788,-85.97,66.72,42.98,91764.9,16.15,8.1364,32.9402931,-106.9218659,11,-70.8,0.0000,0,0
81.160,MAIN,836.567,-6.463,0.009,-0.059,8.739,-84.73,62.96,58.95,91764.8,16.11,8.1439,32.9402936,-106.9218673,11,-71.7,0.0000,0,0
81.180,MAIN,836.413,-6.341,-0.206,0.030,9.152,-88.28,60.57,70.63,91756.9,16.20,8.1426,32.9402943,-106.9218666,11,-70.3,0.0000,0,0
81.200,MAIN,836.228,-6.205,-0.147,0.111,8.711,-90.85,58.60,83.25,91754.0,16.16,8.1381,32.9402939,-106.9218656,11,-69.5,0.0000,0,0
81.220,MAIN,835.986,-6.468,0.117,-0.007,8.624,-88.37,56.90,97.22,91752.3,16.16,8.1383,32.9402933,-106.9218669,11,-70.6,0.0000,0,0
81.240,MAIN,836.035,-6.404,-0.067,-0.180,8.629,-89.09,52.66,108.43,91757.1,16.10,8.1393,32.9402942,-106.9218654,11,-70.7,0.0000,0,0
81.260,MAIN,835.806,-6.391,-0.051,-0.061,8.726,-92.38,49.97,118.01,91765.6,16.09,8.1379,32.9402944,-106.9218664,11,-69.9,0.0000,0,0
81.280,MAIN,835.593,-6.361,-0.065,0.212,9.170,-90.85,46.00,131.30,91761.4,16.02,8.1336,32.9402937,-106.9218658,11,-71.6,0.0000,0,0
81.300,MAIN,835.538,-6.644,-0.004,-0.038,8.555,-91.87,43.75,143.86,91761.0,16.16,8.1337,32.9402935,-106.9218658,11,-72.2,0.0000,0,0
81.320,MAIN,835.501,-6.245,-0.195,0.146,8.994,-87.97,38.19,155.25,91760.8,15.99,8.1334,32.9402940,-106.9218660,11,-72.0,0.0000,0,0
81.340,MAIN,835.358,-6.518,0.232,-0.182,8.566,-86.91,36.80,161.98,91763.9,16.21,8.1353,32.9402934,-106.9218658,11,-72.2,0.0000,0,0
81.360,MAIN,835.226,-6.403,-0.121,0.055,8.655,-86.73,32.62,171.04,91782.4,16.16,8.1394,32.9402926,-106.9218661,11,-71.1,0.0000,0,0
81.380,MAIN,835.177,-6.596,-0.043,-0.177,8.800,-86.36,26.93,177.57,91775.1,15.93,8.1381,32.9402941,-106.9218663,11,-72.8,0.0000,0,0
81.400,MAIN,834.911,-6.152,0.182,0.139,8.839,-86.55,25.15,185.32,91772.3,15.95,8.1424,32.9402939,-106.9218654,11,-72.1,0.0000,0,0
81.420,MAIN,834.869,-6.222,-0.010,-0.101,9.083,-86.74,19.23,193.27,91772.5,15.93,8.1424,32.9402943,-106.9218657,11,-71.4,0.0000,0,0
81.440,MAIN,834.642,-6.201,-0.098,0.042,8.928,-81.63,15.10,201.40,91784.3,16.14,8.1445,32.9402938,-106.9218666,11,-71.0,0.0000,0,0
81.460,MAIN,834.476,-6.235,-0.098,-0.069,9.024,-82.43,15.58,203.78,91778.7,16.10,8.1394,32.9402943,-106.9218656,11,-70.0,0.0000,0,0
81.480,MAIN,834.533,-6.200,0.162,-0.151,8.905,-80.62,7.29,207.64,91781.1,16.09,8.1377,32.9402937,-106.9218659,11,-69.9,0.0000,0,0
81.500,MAIN,834.250,-6.189,0.203,-0.027,8.755,-80.33,8.33,212.56,91791.8,16.08,8.1441,32.9402937,-106.9218662,11,-70.3,0.0000,0,0
81.520,MAIN,834.127,-6.511,0.097,-0.184,9.039,-73.79,1.39,217.37,91772.0,16.18,8.1441,32.9402929,-106.9218654,11,-72.4,0.0000,0,0
81.540,MAIN,833.994,-6.589,-0.156,-0.153,9.156,-72.30,0.80,218.15,91789.7,16.15,8.1406,32.9402934,-106.9218652,11,-72.8,0.0000,0,0
81.560,MAIN,833.926,-6.206,-0.037,-0.106,8.601,-69.94,-3.54,221.08,91785.7,15.96,8.1407,32.9402924,-106.9218661,11,-71.4,0.0000,0,0
81.580,MAIN,833.762,-6.459,0.118,0.191,8.509,-68.92,-7.58,219.07,91777.5,15.95,8.1368,32.9402944,-106.9218651,11,-71.1,0.0000,0,0
81.600,MAIN,833.689,-6.520,-0.206,0.247,9.121,-66.59,-10.63,221.97,91777.6,16.08,8.1329,32.9402943,-106.9218654,11,-71.6,0.0000,0,0
81.620,MAIN,833.427,-6.318,0.095,-0.158,9.196,-64.04,-15.36,217.57,91794.5,16.02,8.1410,32.9402929,-106.9218648,11,-72.5,0.0000,0,0
81.640,MAIN,833.471,-6.456,-0.088,-0.040,8.786,-57.42,-21.19,219.16,91791.7,16.02,8.1415,32.9402926,-106.9218660,11,-72.3,0.0000,0,0
81.660,MAIN,833.316,-6.228,-0.214,-0.099,8.466,-56.66,-22.87,212.44,91794.3,16.18,8.1430,32.9402942,-106.9218661,11,-71.0,0.0000,0,0
81.680,MAIN,833.095,-6.459,0.229,0.097,8.667,-54.08,-27.67,207.49,91791.0,16.19,8.1425,32.9402941,-106.9218647,11,-70.5,0.0000,0,0
81.700,MAIN,833.047,-6.198,0.223,0.001,8.568,-50.80,-32.37,206.67,91797.8,16.17,8.1366,32.9402933,-106.9218652,11,-72.4,0.0000,0,0
81.720,MAIN,833.012,-6.210,0.128,-0.025,9.197,-48.68,-32.41,202.16,91793.3,16.18,8.1337,32.9402925,-106.9218649,11,-71.5,0.0000,0,0
81.740,MAIN,832.828,-6.520,0.048,-0.157,8.735,-45.07,-37.43,193.01,91794.0,16.16,8.1348,32.9402939,-106.9218665,11,-69.9,0.0000,0,0
81.760,MAIN,832.719,-6.408,0.159,0.090,9.065,-36.85,-39.34,185.69,91790.6,16.08,8.1395,32.9402927,-106.9218652,11,-69.6,0.0000,0,0
81.780,MAIN,832.593,-6.335,0.044,0.143,9.159,-32.79,-45.40,178.85,91798.4,16.04,8.1394,32.9402925,-106.9218663,11,-72.8,0.0000,0,0
